Chromosome,Start,End,ID,Name,Range
chr1,211579245,211579548,SRX5075174,SMARCA4,303
chr1,211579245,211579688,SRX5075168,SMARCA4,443
chr1,211592051,211592568,SRX5075170,SMARCA4,517
chr1,211592083,211592653,SRX5716460,Epitope tags,570
chr1,211592087,211592560,SRX5075169,SMARCA4,473
chr1,211592093,211592580,SRX5716469,SMARCA4,487
chr1,211592111,211592612,SRX5075175,SMARCA4,501
chr1,211592122,211592523,SRX5054309,FOSL2,401
chr1,211592125,211592510,SRX5716467,SMARCA2,385
chr1,211592130,211592652,SRX5075176,SMARCA4,522
chr1,211592156,211592530,SRX5075174,SMARCA4,374
chr1,211592163,211592559,SRX5054308,FOSL2,396
chr1,211592164,211592648,SRX5716470,SMARCA4,484
chr1,211592166,211592584,SRX5075168,SMARCA4,418
chr1,211592201,211592589,SRX5716459,Epitope tags,388
chr1,211592202,211592462,SRX5716468,SMARCA2,260
chr1,211592227,211592457,SRX5075182,SMARCA2,230
chr1,211592237,211592541,SRX5020211,SMARCA2,304
chr1,211592239,211592457,SRX5054307,FOSL2,218
chr1,211592245,211592450,SRX5020214,SMARCA2,205
chr1,211611090,211611298,SRX5075170,SMARCA4,208
chr1,211611095,211611292,SRX5075176,SMARCA4,197
chr1,211613337,211613636,SRX5075169,SMARCA4,299
chr1,211613351,211613694,SRX5075175,SMARCA4,343
chr1,211613377,211613656,SRX5075176,SMARCA4,279
chr1,211613379,211613669,SRX5716469,SMARCA4,290
chr1,211613387,211613612,SRX5075170,SMARCA4,225
chr1,211613399,211613618,SRX5054308,FOSL2,219
chr1,211613422,211613659,SRX5054309,FOSL2,237
chr1,211613530,211613750,SRX5716467,SMARCA2,220
chr1,211616647,211616857,SRX5075176,SMARCA4,210
chr1,211639451,211640167,SRX5075170,SMARCA4,716
chr1,211639466,211640102,SRX5075175,SMARCA4,636
chr1,211639470,211640163,SRX5075176,SMARCA4,693
chr1,211639479,211640133,SRX5075169,SMARCA4,654
chr1,211639492,211640123,SRX5054309,FOSL2,631
chr1,211639495,211640045,SRX5716469,SMARCA4,550
chr1,211639499,211639829,SRX5054308,FOSL2,330
chr1,211639507,211639845,SRX5020214,SMARCA2,338
chr1,211648261,211648472,SRX5075174,SMARCA4,211
chr1,211650228,211650474,SRX5054309,FOSL2,246
chr1,211655119,211655630,SRX16500059,CTCF,511
chr1,211655120,211655584,SRX4174629,CTCF,464
chr1,211655149,211655618,SRX16500060,CTCF,469
chr1,211655156,211655509,SRX5075168,SMARCA4,353
chr1,211655168,211655601,SRX16500061,CTCF,433
chr1,211655176,211655501,SRX5075174,SMARCA4,325
chr1,211655177,211655636,SRX16500062,CTCF,459
chr1,211655206,211655533,SRX5075176,SMARCA4,327
chr1,211655208,211655498,SRX5075175,SMARCA4,290
chr1,211655209,211655508,SRX5716463,SMARCA4,299
chr1,211655218,211655510,SRX5716464,SMARCA4,292
chr1,211655231,211655529,SRX5075170,SMARCA4,298
chr1,211655237,211655500,SRX5716470,SMARCA4,263
chr1,211655272,211655513,SRX5075169,SMARCA4,241
chr1,211675378,211676026,SRX20140895,INTS13,648
chr1,211675450,211676135,SRX5075174,SMARCA4,685
chr1,211675536,211676143,SRX5075168,SMARCA4,607
chr1,211675550,211675968,SRX5075170,SMARCA4,418
chr1,211675557,211675868,SRX20140879,CPSF3L,311
chr1,211675566,211675847,SRX5716454,SOX3,281
chr1,211675582,211675978,SRX5075176,SMARCA4,396
chr1,211675630,211675900,SRX5716464,SMARCA4,270
chr1,211675631,211675821,SRX5716451,SOX2,190
chr1,211675635,211675888,SRX5075169,SMARCA4,253
chr1,211675738,211676201,SRX5054309,FOSL2,463
chr1,211675909,211676156,SRX5054308,FOSL2,247
chr1,211675931,211676191,SRX5054307,FOSL2,260
chr1,211680557,211681160,SRX16500059,CTCF,603
chr1,211680639,211681186,SRX16500060,CTCF,547
chr1,211680641,211681161,SRX16500061,CTCF,520
chr1,211680644,211681139,SRX16500062,CTCF,495
chr1,211680677,211681101,SRX4174629,CTCF,424
chr1,211680702,211681130,SRX5075168,SMARCA4,428
chr1,211680722,211681130,SRX5716470,SMARCA4,408
chr1,211680743,211681137,SRX5075174,SMARCA4,394
chr1,211680752,211680993,SRX5716463,SMARCA4,241
chr1,211680762,211681097,SRX5075176,SMARCA4,335
chr1,211680779,211681072,SRX5075170,SMARCA4,293
chr1,211680815,211681063,SRX5716464,SMARCA4,248
chr1,211680828,211681074,SRX5075169,SMARCA4,246
chr1,211680880,211681092,SRX5716469,SMARCA4,212
chr1,211698346,211698874,SRX16500062,CTCF,528
chr1,211698417,211698907,SRX16500060,CTCF,490
chr1,211698424,211698940,SRX16500059,CTCF,516
chr1,211698428,211698875,SRX16500061,CTCF,447
chr1,211698524,211698832,SRX5716464,SMARCA4,308
chr1,211698524,211698851,SRX4174629,CTCF,327
chr1,211698551,211698864,SRX5075174,SMARCA4,313
chr1,211698553,211698802,SRX5075170,SMARCA4,249
chr1,211698554,211698793,SRX5075168,SMARCA4,239
chr1,211698573,211698852,SRX5075176,SMARCA4,279
chr1,211698589,211698811,SRX5075169,SMARCA4,222
chr1,211698590,211698846,SRX5716470,SMARCA4,256
chr1,211698591,211698782,SRX5075175,SMARCA4,191
chr1,211716040,211716261,SRX5075170,SMARCA4,221
chr1,211724613,211725269,SRX5075176,SMARCA4,656
chr1,211724639,211725177,SRX5716470,SMARCA4,538
chr1,211724643,211725143,SRX5716468,SMARCA2,500
chr1,211724656,211725262,SRX5075170,SMARCA4,606
chr1,211724666,211725122,SRX5716469,SMARCA4,456
chr1,211724690,211725179,SRX5716467,SMARCA2,489
chr1,211724727,211725104,SRX5075169,SMARCA4,377
chr1,211724894,211725247,SRX5075174,SMARCA4,353
chr1,211724902,211725260,SRX20140868,INTS10,358
chr1,211724913,211725143,SRX5716464,SMARCA4,230
chr1,211724945,211725195,SRX5716463,SMARCA4,250
chr1,211725014,211725263,SRX5075168,SMARCA4,249
chr1,211725023,211725310,SRX20140895,INTS13,287
chr1,211735613,211736088,SRX5075175,SMARCA4,475
chr1,211735648,211736157,SRX5075176,SMARCA4,509
chr1,211735649,211736064,SRX5075170,SMARCA4,415
chr1,211735650,211736091,SRX5075169,SMARCA4,441
chr1,211735651,211736113,SRX5075174,SMARCA4,462
chr1,211735652,211736095,SRX5054309,FOSL2,443
chr1,211735673,211736007,SRX5716469,SMARCA4,334
chr1,211735680,211736109,SRX5075168,SMARCA4,429
chr1,211735689,211736035,SRX5054308,FOSL2,346
chr1,211735712,211736078,SRX5716470,SMARCA4,366
chr1,211735753,211736009,SRX5054307,FOSL2,256
chr1,211735759,211735964,SRX5020214,SMARCA2,205
chr1,211741857,211742051,SRX5075169,SMARCA4,194
chr1,211788704,211788979,SRX5716470,SMARCA4,275
chr1,211788716,211788951,SRX5075176,SMARCA4,235
chr1,211788725,211788951,SRX5716469,SMARCA4,226
chr1,211826079,211826313,SRX5054309,FOSL2,234
chr1,211829385,211829561,SRX5075174,SMARCA4,176
chr1,211829998,211830202,SRX5075169,SMARCA4,204
chr1,211830098,211830909,SRX20140895,INTS13,811
chr1,211830350,211830802,SRX20140868,INTS10,452
chr1,211830406,211830936,SRX20140867,INTS10,530
chr1,211830468,211831080,SRX16500059,CTCF,612
chr1,211830499,211830921,SRX5075169,SMARCA4,422
chr1,211830532,211830843,SRX5075175,SMARCA4,311
chr1,211830597,211830998,SRX5075174,SMARCA4,401
chr1,211830598,211831135,SRX16500060,CTCF,537
chr1,211830603,211831041,SRX5075170,SMARCA4,438
chr1,211830615,211830977,SRX5075176,SMARCA4,362
chr1,211830622,211831078,SRX16500061,CTCF,456
chr1,211830660,211831029,SRX16500062,CTCF,369
chr1,211830725,211831016,SRX5075168,SMARCA4,291
chr1,211889323,211889505,SRX5075169,SMARCA4,182
chr1,211917909,211918305,SRX5054308,FOSL2,396
chr1,211917913,211918347,SRX5075169,SMARCA4,434
chr1,211917922,211918316,SRX5075175,SMARCA4,394
chr1,211917935,211918308,SRX5075170,SMARCA4,373
chr1,211917937,211918309,SRX5054309,FOSL2,372
chr1,211917941,211918327,SRX5075176,SMARCA4,386
chr1,211917963,211918253,SRX5716469,SMARCA4,290
chr1,211918028,211918235,SRX5020211,SMARCA2,207
chr1,211918038,211918269,SRX5716470,SMARCA4,231
chr1,211918066,211918285,SRX5716467,SMARCA2,219
chr1,212011865,212012356,SRX16500061,CTCF,491
chr1,212011907,212012441,SRX16500060,CTCF,534
chr1,212011911,212012390,SRX16500062,CTCF,479
chr1,212011920,212012342,SRX16500059,CTCF,422
chr1,212011961,212012313,SRX5075168,SMARCA4,352
chr1,212012012,212012297,SRX5075174,SMARCA4,285
chr1,212012022,212012281,SRX5075170,SMARCA4,259
chr1,212012082,212012306,SRX4174629,CTCF,224
chr1,212012089,212012311,SRX5716469,SMARCA4,222
chr1,212030561,212030788,SRX5054309,FOSL2,227
chr1,212030969,212031325,SRX5054309,FOSL2,356
chr1,212031000,212031337,SRX5054308,FOSL2,337
chr1,212031010,212031231,SRX5075176,SMARCA4,221
chr1,212031011,212031342,SRX5075169,SMARCA4,331
chr1,212031040,212031276,SRX5075170,SMARCA4,236
chr1,212031054,212031349,SRX5075175,SMARCA4,295
chr1,212034856,212035531,SRX16500060,CTCF,675
chr1,212034859,212035489,SRX16500061,CTCF,630
chr1,212034871,212035518,SRX16500062,CTCF,647
chr1,212034877,212035407,SRX5075176,SMARCA4,530
chr1,212034883,212035545,SRX16500059,CTCF,662
chr1,212034894,212035467,SRX5075174,SMARCA4,573
chr1,212034913,212035469,SRX5075168,SMARCA4,556
chr1,212034944,212035358,SRX5075170,SMARCA4,414
chr1,212034951,212035542,SRX4174629,CTCF,591
chr1,212034976,212035188,SRX5716470,SMARCA4,212
chr1,212034982,212035232,SRX5716469,SMARCA4,250
chr1,212035012,212035375,SRX5075169,SMARCA4,363
chr1,212035013,212035444,SRX5716463,SMARCA4,431
chr1,212035070,212035343,SRX5716464,SMARCA4,273
chr1,212035162,212035614,SRX20140897,INTS13,452
chr1,212035166,212035782,SRX20140895,INTS13,616
chr1,212035177,212035657,SRX20140867,INTS10,480
chr1,212035288,212035722,SRX20140881,CPSF3L,434
chr1,212035359,212035640,SRX20140868,INTS10,281
chr1,212035413,212035743,SRX20140896,INTS13,330
chr1,212062700,212063277,SRX16500060,CTCF,577
chr1,212062721,212063299,SRX16500059,CTCF,578
chr1,212062745,212063273,SRX16500061,CTCF,528
chr1,212062830,212063306,SRX16500062,CTCF,476
chr1,212062939,212063219,SRX5075174,SMARCA4,280
chr1,212062973,212063179,SRX5075170,SMARCA4,206
chr1,212063022,212063240,SRX5075168,SMARCA4,218
chr1,212070707,212071094,SRX16500059,CTCF,387
chr1,212070728,212071112,SRX16500061,CTCF,384
chr1,212070730,212071084,SRX16500060,CTCF,354
chr1,212070746,212071077,SRX16500062,CTCF,331
chr1,212088412,212088732,SRX5716469,SMARCA4,320
chr1,212088429,212088857,SRX5075176,SMARCA4,428
chr1,212088432,212088772,SRX5075169,SMARCA4,340
chr1,212088451,212088817,SRX5075175,SMARCA4,366
chr1,212088468,212088818,SRX5075170,SMARCA4,350
chr1,212088531,212088839,SRX5716470,SMARCA4,308
chr1,212088545,212088772,SRX5716467,SMARCA2,227
chr1,212110673,212111029,SRX5075176,SMARCA4,356
chr1,212110674,212110989,SRX5075170,SMARCA4,315
chr1,212110714,212110968,SRX5716470,SMARCA4,254
chr1,212110715,212110988,SRX5075175,SMARCA4,273
chr1,212110727,212110994,SRX5075169,SMARCA4,267
chr1,212110730,212110953,SRX5716469,SMARCA4,223
chr1,212121013,212121224,SRX5716470,SMARCA4,211
chr1,212127169,212127509,SRX5075174,SMARCA4,340
chr1,212161173,212161435,SRX5716469,SMARCA4,262
chr1,212161424,212161775,SRX5075175,SMARCA4,351
chr1,212161427,212161760,SRX5075169,SMARCA4,333
chr1,212161463,212161701,SRX5075170,SMARCA4,238
chr1,212161463,212161773,SRX5054309,FOSL2,310
chr1,212161486,212161760,SRX5054308,FOSL2,274
chr1,212161521,212161729,SRX5075176,SMARCA4,208
chr1,212179568,212180100,SRX5075176,SMARCA4,532
chr1,212179613,212180089,SRX5075169,SMARCA4,476
chr1,212179635,212180130,SRX5075175,SMARCA4,495
chr1,212179640,212180093,SRX5075170,SMARCA4,453
chr1,212179688,212180144,SRX5054309,FOSL2,456
chr1,212179707,212180078,SRX5054308,FOSL2,371
chr1,212179709,212180016,SRX5020214,SMARCA2,307
chr1,212179731,212180080,SRX5716469,SMARCA4,349
chr1,212179733,212180049,SRX5716467,SMARCA2,316
chr1,212179739,212179999,SRX5716470,SMARCA4,260
chr1,212179859,212180038,SRX5075182,SMARCA2,179
chr1,212212894,212213376,SRX5075168,SMARCA4,482
chr1,212212989,212213444,SRX5075174,SMARCA4,455
chr1,212218876,212219298,SRX5075176,SMARCA4,422
chr1,212218939,212219359,SRX5075170,SMARCA4,420
chr1,212218949,212219282,SRX5716470,SMARCA4,333
chr1,212218964,212219301,SRX5054308,FOSL2,337
chr1,212218977,212219279,SRX5075169,SMARCA4,302
chr1,212218978,212219301,SRX5075175,SMARCA4,323
chr1,212218982,212219221,SRX5716467,SMARCA2,239
chr1,212219108,212219291,SRX5054309,FOSL2,183
chr1,212219690,212220055,SRX5075174,SMARCA4,365
chr1,212219761,212220003,SRX5075168,SMARCA4,242
chr1,212228135,212228358,SRX5054308,FOSL2,223
chr1,212234564,212235082,SRX5075176,SMARCA4,518
chr1,212234601,212234989,SRX5716470,SMARCA4,388
chr1,212234603,212235012,SRX5075168,SMARCA4,409
chr1,212234604,212235008,SRX5075170,SMARCA4,404
chr1,212234606,212235032,SRX5075175,SMARCA4,426
chr1,212234610,212234996,SRX5054308,FOSL2,386
chr1,212234624,212235005,SRX5054309,FOSL2,381
chr1,212234633,212235198,SRX5075174,SMARCA4,565
chr1,212234634,212235061,SRX5075169,SMARCA4,427
chr1,212234644,212234953,SRX5716467,SMARCA2,309
chr1,212234648,212235050,SRX5716469,SMARCA4,402
chr1,212234665,212234967,SRX5054307,FOSL2,302
chr1,212234673,212234966,SRX5020211,SMARCA2,293
chr1,212234685,212234930,SRX5075182,SMARCA2,245
chr1,212234691,212234960,SRX5716468,SMARCA2,269
chr1,212247477,212247702,SRX5075169,SMARCA4,225
chr1,212247517,212247715,SRX5054309,FOSL2,198
chr1,212284726,212284990,SRX16500059,CTCF,264
chr1,212284745,212285009,SRX16500062,CTCF,264
chr1,212284803,212285082,SRX16500060,CTCF,279
chr1,212285080,212285379,SRX5054307,FOSL2,299
chr1,212285139,212285319,SRX5054308,FOSL2,180
chr1,212285164,212285559,SRX5075168,SMARCA4,395
chr1,212285197,212285515,SRX5075174,SMARCA4,318
chr1,212285240,212285718,SRX20140895,INTS13,478
chr1,212285253,212285544,SRX5075170,SMARCA4,291
chr1,212285337,212285587,SRX5075175,SMARCA4,250
chr1,212285352,212285527,SRX5075176,SMARCA4,175
chr1,212285376,212285561,SRX5075169,SMARCA4,185
chr1,212286100,212286416,SRX20140895,INTS13,316
chr1,212291439,212291886,SRX16500060,CTCF,447
chr1,212291470,212291897,SRX16500059,CTCF,427
chr1,212291497,212291728,SRX5716464,SMARCA4,231
chr1,212291505,212291833,SRX5075168,SMARCA4,328
chr1,212291523,212291840,SRX5075174,SMARCA4,317
chr1,212291523,212291907,SRX16500062,CTCF,384
chr1,212291524,212291892,SRX16500061,CTCF,368
chr1,212291529,212291830,SRX5716463,SMARCA4,301
chr1,212291549,212291804,SRX5075169,SMARCA4,255
chr1,212291562,212291784,SRX5075176,SMARCA4,222
chr1,212291566,212291782,SRX5075170,SMARCA4,216
chr1,212301594,212301837,SRX5075176,SMARCA4,243
chr1,212301649,212301882,SRX5075170,SMARCA4,233
chr1,212303047,212303251,SRX5054308,FOSL2,204
chr1,212306004,212306386,SRX5075174,SMARCA4,382
chr1,212306126,212306451,SRX5075168,SMARCA4,325
chr1,212313669,212313976,SRX5075175,SMARCA4,307
chr1,212313670,212313975,SRX5075169,SMARCA4,305
chr1,212313676,212313952,SRX5075176,SMARCA4,276
chr1,212313702,212313932,SRX5075170,SMARCA4,230
chr1,212313728,212313970,SRX5716467,SMARCA2,242
chr1,212367938,212368382,SRX16500059,CTCF,444
chr1,212367942,212368367,SRX16500060,CTCF,425
chr1,212368011,212368370,SRX16500061,CTCF,359
chr1,212368029,212368402,SRX16500062,CTCF,373
chr1,212414367,212414549,SRX5075168,SMARCA4,182
chr1,212414424,212415054,SRX5075169,SMARCA4,630
chr1,212414650,212415313,SRX5075174,SMARCA4,663
chr1,212414715,212415305,SRX20140895,INTS13,590
chr1,212414753,212415196,SRX5075176,SMARCA4,443
chr1,212414818,212415187,SRX5075168,SMARCA4,369
chr1,212414827,212415098,SRX5716464,SMARCA4,271
chr1,212414840,212415127,SRX20140894,INTS13,287
chr1,212414852,212415181,SRX20140867,INTS10,329
chr1,212414892,212415153,SRX20140868,INTS10,261
chr1,212414905,212415259,SRX20140879,CPSF3L,354
chr1,212414948,212415157,SRX5716463,SMARCA4,209
chr1,212432587,212433336,SRX5075169,SMARCA4,749
chr1,212432610,212433166,SRX5075176,SMARCA4,556
chr1,212432633,212433323,SRX5716469,SMARCA4,690
chr1,212432640,212433318,SRX5075168,SMARCA4,678
chr1,212432664,212433135,SRX5075174,SMARCA4,471
chr1,212432673,212433146,SRX5716470,SMARCA4,473
chr1,212432679,212433147,SRX5075170,SMARCA4,468
chr1,212432682,212433128,SRX5075175,SMARCA4,446
chr1,212432709,212433284,SRX20140895,INTS13,575
chr1,212432745,212433225,SRX20140868,INTS10,480
chr1,212452806,212453181,SRX5075170,SMARCA4,375
chr1,212452833,212453105,SRX5716470,SMARCA4,272
chr1,212452847,212453115,SRX5075176,SMARCA4,268
chr1,212452856,212453114,SRX5716469,SMARCA4,258
chr1,212455793,212456298,SRX16500060,CTCF,505
chr1,212455837,212456300,SRX16500059,CTCF,463
chr1,212455837,212456304,SRX16500061,CTCF,467
chr1,212455854,212456276,SRX4174629,CTCF,422
chr1,212455863,212456291,SRX16500062,CTCF,428
chr1,212455881,212456138,SRX5716463,SMARCA4,257
chr1,212455897,212456226,SRX5075174,SMARCA4,329
chr1,212455922,212456091,SRX5075170,SMARCA4,169
chr1,212455955,212456192,SRX5075176,SMARCA4,237
chr1,212455965,212456182,SRX5075169,SMARCA4,217
chr1,212455966,212456174,SRX5075175,SMARCA4,208
chr1,212455966,212456176,SRX5075168,SMARCA4,210
chr1,212457779,212458088,SRX16500060,CTCF,309
chr1,212457818,212458093,SRX16500062,CTCF,275
chr1,212457845,212458064,SRX16500061,CTCF,219
chr1,212457849,212458084,SRX16500059,CTCF,235
chr1,212469930,212470436,SRX5075175,SMARCA4,506
chr1,212469953,212470475,SRX5075176,SMARCA4,522
chr1,212469968,212470519,SRX5716469,SMARCA4,551
chr1,212469986,212470512,SRX5075169,SMARCA4,526
chr1,212470009,212470485,SRX5716470,SMARCA4,476
chr1,212470017,212470509,SRX5075170,SMARCA4,492
chr1,212470033,212470383,SRX5054309,FOSL2,350
chr1,212470043,212470430,SRX5716467,SMARCA2,387
chr1,212470045,212470407,SRX5054308,FOSL2,362
chr1,212470070,212470407,SRX5020211,SMARCA2,337
chr1,212470100,212470359,SRX5716459,Epitope tags,259
chr1,212470131,212470342,SRX5716468,SMARCA2,211
chr1,212470152,212470469,SRX5716460,Epitope tags,317
chr1,212477057,212477533,SRX16500062,CTCF,476
chr1,212477062,212477567,SRX16500061,CTCF,505
chr1,212477065,212477586,SRX16500059,CTCF,521
chr1,212477077,212477712,SRX16500060,CTCF,635
chr1,212477104,212477508,SRX5075168,SMARCA4,404
chr1,212477122,212477543,SRX4174629,CTCF,421
chr1,212477171,212477513,SRX5716464,SMARCA4,342
chr1,212477184,212477476,SRX5716463,SMARCA4,292
chr1,212477190,212477530,SRX5075174,SMARCA4,340
chr1,212477191,212477510,SRX5075176,SMARCA4,319
chr1,212477193,212477482,SRX5716470,SMARCA4,289
chr1,212477208,212477454,SRX5075170,SMARCA4,246
chr1,212477241,212477499,SRX5075169,SMARCA4,258
chr1,212477242,212477464,SRX5716469,SMARCA4,222
chr1,212477257,212477468,SRX5075175,SMARCA4,211
chr1,212484954,212485157,SRX5054309,FOSL2,203
chr1,212485909,212486319,SRX5075168,SMARCA4,410
chr1,212485928,212486433,SRX5075174,SMARCA4,505
chr1,212485966,212486205,SRX5075170,SMARCA4,239
chr1,212485981,212486285,SRX5054308,FOSL2,304
chr1,212486016,212486254,SRX5075176,SMARCA4,238
chr1,212486090,212486290,SRX5075175,SMARCA4,200
chr1,212488643,212488911,SRX5075170,SMARCA4,268
chr1,212498300,212498480,SRX5054308,FOSL2,180
chr1,212506608,212507054,SRX5075168,SMARCA4,446
chr1,212506648,212507086,SRX5075174,SMARCA4,438
chr1,212506650,212507053,SRX5716463,SMARCA4,403
chr1,212506751,212507050,SRX5716464,SMARCA4,299
chr1,212507179,212507541,SRX20140867,INTS10,362
chr1,212507219,212507718,SRX20140895,INTS13,499
chr1,212507383,212507567,SRX5075168,SMARCA4,184
chr1,212513023,212513495,SRX5716469,SMARCA4,472
chr1,212513038,212513502,SRX5075175,SMARCA4,464
chr1,212513046,212513469,SRX5075176,SMARCA4,423
chr1,212513055,212513485,SRX5075170,SMARCA4,430
chr1,212513083,212513399,SRX5716468,SMARCA2,316
chr1,212513086,212513485,SRX5054309,FOSL2,399
chr1,212513087,212513499,SRX5716467,SMARCA2,412
chr1,212513087,212513544,SRX5075169,SMARCA4,457
chr1,212513119,212513425,SRX5054308,FOSL2,306
chr1,212513119,212513569,SRX5716470,SMARCA4,450
chr1,212513167,212513363,SRX5075181,SMARCA2,196
chr1,212513270,212513479,SRX5020214,SMARCA2,209
chr1,212514024,212514308,SRX5075168,SMARCA4,284
chr1,212518370,212518854,SRX5075170,SMARCA4,484
chr1,212518414,212518797,SRX5716470,SMARCA4,383
chr1,212518478,212518979,SRX5075176,SMARCA4,501
chr1,212518586,212518939,SRX5716469,SMARCA4,353
chr1,212518590,212518892,SRX5075175,SMARCA4,302
chr1,212518672,212518884,SRX5716468,SMARCA2,212
chr1,212525852,212526070,SRX5054309,FOSL2,218
chr1,212525863,212526045,SRX5075176,SMARCA4,182
chr1,212525866,212526093,SRX5054308,FOSL2,227
chr1,212529147,212529413,SRX5716468,SMARCA2,266
chr1,212529153,212529404,SRX5716469,SMARCA4,251
chr1,212529198,212529438,SRX5075176,SMARCA4,240
chr1,212529216,212529417,SRX5075169,SMARCA4,201
chr1,212529244,212529452,SRX5075170,SMARCA4,208
chr1,212546052,212546225,SRX5075174,SMARCA4,173
chr1,212558560,212559256,SRX5716470,SMARCA4,696
chr1,212558572,212559078,SRX20140869,INTS10,506
chr1,212558746,212559232,SRX5075170,SMARCA4,486
chr1,212558755,212559142,SRX5075175,SMARCA4,387
chr1,212558762,212559037,SRX20140897,INTS13,275
chr1,212558773,212559193,SRX5075174,SMARCA4,420
chr1,212558782,212559219,SRX5020211,SMARCA2,437
chr1,212558783,212559221,SRX5075169,SMARCA4,438
chr1,212558784,212559137,SRX20140895,INTS13,353
chr1,212558788,212559191,SRX5716469,SMARCA4,403
chr1,212558791,212559236,SRX5075176,SMARCA4,445
chr1,212558807,212559196,SRX5075168,SMARCA4,389
chr1,212558824,212559222,SRX5054308,FOSL2,398
chr1,212558830,212559224,SRX5054309,FOSL2,394
chr1,212558842,212559185,SRX5716463,SMARCA4,343
chr1,212558874,212559179,SRX5054307,FOSL2,305
chr1,212561456,212561707,SRX5075174,SMARCA4,251
chr1,212561470,212561718,SRX5075168,SMARCA4,248
chr1,212561512,212561896,SRX5075175,SMARCA4,384
chr1,212561537,212561799,SRX20140867,INTS10,262
chr1,212561594,212561843,SRX5075169,SMARCA4,249
chr1,212566952,212567507,SRX5075175,SMARCA4,555
chr1,212566953,212567565,SRX5075176,SMARCA4,612
chr1,212566978,212567500,SRX5075169,SMARCA4,522
chr1,212566980,212567571,SRX5075170,SMARCA4,591
chr1,212566993,212567500,SRX5075168,SMARCA4,507
chr1,212566994,212567497,SRX5075174,SMARCA4,503
chr1,212567008,212567523,SRX5716469,SMARCA4,515
chr1,212567066,212567459,SRX5716470,SMARCA4,393
chr1,212567070,212567445,SRX5054309,FOSL2,375
chr1,212567076,212567400,SRX5020211,SMARCA2,324
chr1,212567094,212567438,SRX5716468,SMARCA2,344
chr1,212567112,212567450,SRX5054308,FOSL2,338
chr1,212567146,212567371,SRX5020214,SMARCA2,225
chr1,212567147,212567451,SRX5716467,SMARCA2,304
chr1,212567200,212567408,SRX5054307,FOSL2,208
chr1,212584174,212584376,SRX5054308,FOSL2,202
chr1,212587333,212587543,SRX5054309,FOSL2,210
chr1,212595254,212595451,SRX5075168,SMARCA4,197
chr1,212595867,212596199,SRX16500060,CTCF,332
chr1,212595930,212596194,SRX16500062,CTCF,264
chr1,212595937,212596234,SRX16500059,CTCF,297
chr1,212595964,212596224,SRX16500061,CTCF,260
chr1,212596039,212596741,SRX5075176,SMARCA4,702
chr1,212596112,212596636,SRX5054309,FOSL2,524
chr1,212596135,212596596,SRX5075169,SMARCA4,461
chr1,212596193,212596598,SRX5075175,SMARCA4,405
chr1,212596242,212596445,SRX5020211,SMARCA2,203
chr1,212596243,212596616,SRX5075170,SMARCA4,373
chr1,212596249,212596696,SRX5054308,FOSL2,447
chr1,212596262,212596726,SRX5716469,SMARCA4,464
chr1,212596306,212596660,SRX5716470,SMARCA4,354
chr1,212596407,212596580,SRX5075174,SMARCA4,173
chr1,212601007,212601343,SRX5075170,SMARCA4,336
chr1,212601041,212601317,SRX5054309,FOSL2,276
chr1,212601127,212601377,SRX5075176,SMARCA4,250
chr1,212608192,212609405,SRX20140895,INTS13,1213
chr1,212608240,212609241,SRX20140867,INTS10,1001
chr1,212608271,212608461,SRX5075169,SMARCA4,190
chr1,212608293,212609153,SRX20140868,INTS10,860
chr1,212608308,212608743,SRX5716469,SMARCA4,435
chr1,212608308,212608776,SRX5075176,SMARCA4,468
chr1,212608310,212608678,SRX5716467,SMARCA2,368
chr1,212608310,212608783,SRX5075170,SMARCA4,473
chr1,212608338,212608798,SRX5054309,FOSL2,460
chr1,212608350,212608800,SRX5075174,SMARCA4,450
chr1,212608350,212608817,SRX5716463,SMARCA4,467
chr1,212608378,212608794,SRX5075168,SMARCA4,416
chr1,212608424,212608635,SRX5716470,SMARCA4,211
chr1,212608437,212608747,SRX5054308,FOSL2,310
chr1,212608530,212608789,SRX5075175,SMARCA4,259
chr1,212608547,212609054,SRX20140897,INTS13,507
chr1,212608551,212609169,SRX20140881,CPSF3L,618
chr1,212608565,212609119,SRX20140879,CPSF3L,554
chr1,212608574,212609146,SRX20140896,INTS13,572
chr1,212608588,212608972,SRX20140869,INTS10,384
chr1,212608609,212609078,SRX20140880,CPSF3L,469
chr1,212608634,212609156,SRX20140894,INTS13,522
chr1,212609264,212609692,SRX16500060,CTCF,428
chr1,212609266,212609726,SRX16500059,CTCF,460
chr1,212609282,212609739,SRX16500061,CTCF,457
chr1,212609302,212609724,SRX16500062,CTCF,422
chr1,212609424,212609669,SRX5075174,SMARCA4,245
chr1,212609428,212609634,SRX5075168,SMARCA4,206
chr1,212621380,212621559,SRX5075168,SMARCA4,179
chr1,212629942,212630502,SRX16500059,CTCF,560
chr1,212629962,212630469,SRX16500060,CTCF,507
chr1,212629972,212630471,SRX16500061,CTCF,499
chr1,212630011,212630437,SRX16500062,CTCF,426
chr1,212630027,212630389,SRX5075170,SMARCA4,362
chr1,212630035,212630356,SRX5075174,SMARCA4,321
chr1,212630040,212630320,SRX5075169,SMARCA4,280
chr1,212630046,212630356,SRX5075168,SMARCA4,310
chr1,212630053,212630314,SRX5716469,SMARCA4,261
